,relStudies
https://www.icpsr.umich.edu/web/ICPSR/studies/8146,6
https://www.icpsr.umich.edu/web/ICPSR/studies/9283,6
https://www.icpsr.umich.edu/web/ICPSR/studies/4340,6
https://www.icpsr.umich.edu/web/ICPSR/studies/8067,6
https://www.icpsr.umich.edu/web/ICPSR/studies/7872,6
https://www.icpsr.umich.edu/web/ICPSR/studies/6236,6
https://www.icpsr.umich.edu/web/ICPSR/studies/9381,6
https://www.icpsr.umich.edu/web/ICPSR/studies/7536,6
https://www.icpsr.umich.edu/web/ICPSR/studies/34392,6
https://www.icpsr.umich.edu/web/ICPSR/studies/2878,6
https://www.icpsr.umich.edu/web/ICPSR/studies/34666,6
https://www.icpsr.umich.edu/web/ICPSR/studies/34366,6
https://www.icpsr.umich.edu/web/ICPSR/studies/9039,6
https://www.icpsr.umich.edu/web/ICPSR/studies/13645,6
https://www.icpsr.umich.edu/web/ICPSR/studies/36465,6
https://www.icpsr.umich.edu/web/ICPSR/studies/21320,6
https://www.icpsr.umich.edu/web/ICPSR/studies/25961,6
https://www.icpsr.umich.edu/web/ICPSR/studies/26261,6
https://www.icpsr.umich.edu/web/ICPSR/studies/36778,6
https://www.icpsr.umich.edu/web/ICPSR/studies/25901,6
https://www.icpsr.umich.edu/web/ICPSR/studies/34989,6
https://www.icpsr.umich.edu/web/ICPSR/studies/9590,6
https://www.icpsr.umich.edu/web/ICPSR/studies/34296,6
https://www.icpsr.umich.edu/web/ICPSR/studies/2372,6
https://www.icpsr.umich.edu/web/ICPSR/studies/6740,6
https://www.icpsr.umich.edu/web/ICPSR/studies/20461,6
https://www.icpsr.umich.edu/web/ICPSR/studies/8287,6
https://www.icpsr.umich.edu/web/ICPSR/studies/21640,6
https://www.icpsr.umich.edu/web/ICPSR/studies/9264,6
https://www.icpsr.umich.edu/web/ICPSR/studies/7710,6
https://www.icpsr.umich.edu/web/ICPSR/studies/37419,6
https://www.icpsr.umich.edu/web/ICPSR/studies/37173,6
https://www.icpsr.umich.edu/web/ICPSR/studies/4448,6
https://www.icpsr.umich.edu/web/ICPSR/studies/5023,6
https://www.icpsr.umich.edu/web/ICPSR/studies/28801,6
https://www.icpsr.umich.edu/web/ICPSR/studies/31923,6
https://www.icpsr.umich.edu/web/ICPSR/studies/6099,6
https://www.icpsr.umich.edu/web/ICPSR/studies/9528,6
https://www.icpsr.umich.edu/web/ICPSR/studies/7953,6
https://www.icpsr.umich.edu/web/ICPSR/studies/2414,6
https://www.icpsr.umich.edu/web/ICPSR/studies/36562,6
https://www.icpsr.umich.edu/web/ICPSR/studies/6134,6
https://www.icpsr.umich.edu/web/ICPSR/studies/37134,6
https://www.icpsr.umich.edu/web/ICPSR/studies/13629,6
https://www.icpsr.umich.edu/web/ICPSR/studies/7978,6
https://www.icpsr.umich.edu/web/ICPSR/studies/9356,6
https://www.icpsr.umich.edu/web/ICPSR/studies/6809,6
https://www.icpsr.umich.edu/web/ICPSR/studies/2158,6
https://www.icpsr.umich.edu/web/ICPSR/studies/9014,6
https://www.icpsr.umich.edu/web/ICPSR/series/586,6
https://www.icpsr.umich.edu/web/ICPSR/studies/8395,6
https://www.icpsr.umich.edu/web/ICPSR/studies/2148,6
https://www.icpsr.umich.edu/web/ICPSR/studies/2615,6
https://www.icpsr.umich.edu/web/ICPSR/studies/9388,6
https://www.icpsr.umich.edu/web/ICPSR/studies/4255,6
https://www.icpsr.umich.edu/web/ICPSR/studies/34084,6
https://www.icpsr.umich.edu/web/ICPSR/studies/3062,6
https://www.icpsr.umich.edu/web/ICPSR/studies/2614,6
https://www.icpsr.umich.edu/web/ICPSR/studies/6627,6
https://www.icpsr.umich.edu/web/ICPSR/studies/23328,6
https://www.icpsr.umich.edu/web/ICPSR/studies/3284,6
https://www.icpsr.umich.edu/web/ICPSR/studies/13740,6
https://www.icpsr.umich.edu/web/ICPSR/studies/2088,6
https://www.icpsr.umich.edu/web/ICPSR/studies/9695,6
https://www.icpsr.umich.edu/web/ICPSR/studies/1135,6
https://www.icpsr.umich.edu/web/ICPSR/studies/3989,6
https://www.icpsr.umich.edu/web/ICPSR/studies/7786,6
https://www.icpsr.umich.edu/web/ICPSR/studies/36662,6
https://www.icpsr.umich.edu/web/ICPSR/studies/37997,6
https://www.icpsr.umich.edu/web/ICPSR/studies/4544,6
https://www.icpsr.umich.edu/web/ICPSR/studies/3673,6
https://www.icpsr.umich.edu/web/ICPSR/studies/34568,6
https://www.icpsr.umich.edu/web/ICPSR/studies/37172,6
https://www.icpsr.umich.edu/web/ICPSR/studies/2857,6
https://www.icpsr.umich.edu/web/ICPSR/studies/2409,6
https://www.icpsr.umich.edu/web/ICPSR/studies/4301,6
https://www.icpsr.umich.edu/web/ICPSR/studies/6485,6
https://www.icpsr.umich.edu/web/ICPSR/studies/8652,6
https://www.icpsr.umich.edu/web/ICPSR/studies/26041,6
https://www.icpsr.umich.edu/web/ICPSR/studies/4711,6
https://www.icpsr.umich.edu/web/ICPSR/studies/8691,6
https://www.icpsr.umich.edu/web/ICPSR/studies/9598,6
https://www.icpsr.umich.edu/web/ICPSR/studies/38044,6
https://www.icpsr.umich.edu/web/ICPSR/studies/20320,6
https://www.icpsr.umich.edu/web/ICPSR/studies/145,6
https://www.icpsr.umich.edu/web/ICPSR/studies/9702,6
https://www.icpsr.umich.edu/web/ICPSR/studies/34662,6
https://www.icpsr.umich.edu/web/ICPSR/studies/6923,6
https://www.icpsr.umich.edu/web/ICPSR/studies/31022,6
https://www.icpsr.umich.edu/web/ICPSR/studies/26502,6
https://www.icpsr.umich.edu/web/ICPSR/studies/37596,6
https://www.icpsr.umich.edu/web/ICPSR/studies/9578,6
https://www.icpsr.umich.edu/web/ICPSR/studies/34647,6
https://www.icpsr.umich.edu/web/ICPSR/studies/9601,6
https://www.icpsr.umich.edu/web/ICPSR/studies/6269,6
https://www.icpsr.umich.edu/web/ICPSR/studies/36209,6
https://www.icpsr.umich.edu/web/ICPSR/studies/28181,6
https://www.icpsr.umich.edu/web/ICPSR/studies/6111,6
https://www.icpsr.umich.edu/web/ICPSR/studies/28183,6
https://www.icpsr.umich.edu/web/ICPSR/studies/36472,6
https://www.icpsr.umich.edu/web/ICPSR/studies/36139,6
https://www.icpsr.umich.edu/web/ICPSR/studies/36998,6
https://www.icpsr.umich.edu/web/ICPSR/studies/33529,6
https://www.icpsr.umich.edu/web/ICPSR/studies/36814,6
https://www.icpsr.umich.edu/web/ICPSR/studies/34317,6
https://www.icpsr.umich.edu/web/ICPSR/studies/3105,6
https://www.icpsr.umich.edu/web/ICPSR/studies/4108,6
https://www.icpsr.umich.edu/web/ICPSR/studies/20625,6
https://www.icpsr.umich.edu/web/ICPSR/studies/6662,6
https://www.icpsr.umich.edu/web/ICPSR/studies/7410,5
https://www.icpsr.umich.edu/web/ICPSR/studies/29423,5
https://www.icpsr.umich.edu/web/ICPSR/studies/35280,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6370,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36677,5
https://www.icpsr.umich.edu/web/ICPSR/studies/37384,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9125,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7662,5
https://www.icpsr.umich.edu/web/ICPSR/studies/27546,5
https://www.icpsr.umich.edu/web/ICPSR/studies/27542,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3155,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9924,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36468,5
https://www.icpsr.umich.edu/web/ICPSR/studies/38189,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36581,5
https://www.icpsr.umich.edu/web/ICPSR/studies/26782,5
https://www.icpsr.umich.edu/web/ICPSR/studies/21520,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36483,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36435,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9743,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6729,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36484,5
https://www.icpsr.umich.edu/web/ICPSR/studies/29421,5
https://www.icpsr.umich.edu/web/ICPSR/studies/31681,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36485,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7082,5
https://www.icpsr.umich.edu/web/ICPSR/studies/24031,5
https://www.icpsr.umich.edu/web/ICPSR/studies/24050,5
https://www.icpsr.umich.edu/web/ICPSR/studies/24069,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4430,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9858,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8935,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9204,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9793,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3675,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8291,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2151,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36347,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7314,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7595,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36985,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36203,5
https://www.icpsr.umich.edu/web/ICPSR/studies/34334,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7393,5
https://www.icpsr.umich.edu/web/ICPSR/studies/38090,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2447,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6996,5
https://www.icpsr.umich.edu/web/ICPSR/studies/24012,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6247,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36486,5
https://www.icpsr.umich.edu/web/ICPSR/studies/35479,5
https://www.icpsr.umich.edu/web/ICPSR/studies/37633,5
https://www.icpsr.umich.edu/web/ICPSR/studies/37132,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36487,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7242,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7883,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7739,5
https://www.icpsr.umich.edu/web/ICPSR/series/191,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36488,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36489,5
https://www.icpsr.umich.edu/web/ICPSR/studies/28881,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3367,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9608,5
https://www.icpsr.umich.edu/web/ICPSR/studies/25945,5
https://www.icpsr.umich.edu/web/ICPSR/studies/23543,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6529,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7980,5
https://www.icpsr.umich.edu/web/ICPSR/studies/5501,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2626,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2157,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36430,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2551,5
https://www.icpsr.umich.edu/web/ICPSR/studies/34453,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36134,5
https://www.icpsr.umich.edu/web/ICPSR/studies/30793,5
https://www.icpsr.umich.edu/web/ICPSR/studies/29761,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4547,5
https://www.icpsr.umich.edu/web/ICPSR/series/195,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8180,5
https://www.icpsr.umich.edu/web/ICPSR/studies/35334,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36153,5
https://www.icpsr.umich.edu/web/ICPSR/studies/13660,5
https://www.icpsr.umich.edu/web/ICPSR/studies/13621,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6402,5
https://www.icpsr.umich.edu/web/ICPSR/studies/26401,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4058,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6723,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36168,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7297,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3317,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6721,5
https://www.icpsr.umich.edu/web/ICPSR/studies/13616,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7485,5
https://www.icpsr.umich.edu/web/ICPSR/studies/27721,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9881,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36968,5
https://www.icpsr.umich.edu/web/ICPSR/studies/13643,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9426,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4079,5
https://www.icpsr.umich.edu/web/ICPSR/studies/13648,5
https://www.icpsr.umich.edu/web/ICPSR/studies/13649,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6731,5
https://www.icpsr.umich.edu/web/ICPSR/studies/13650,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6704,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8117,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9669,5
https://www.icpsr.umich.edu/web/ICPSR/series/60,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2754,5
https://www.icpsr.umich.edu/web/ICPSR/studies/34660,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2571,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6499,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6806,5
https://www.icpsr.umich.edu/web/ICPSR/series/213,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3307,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8133,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6167,5
https://www.icpsr.umich.edu/web/ICPSR/studies/35598,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36879,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8872,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2397,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7092,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6502,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36916,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8226,5
https://www.icpsr.umich.edu/web/ICPSR/studies/35293,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9427,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9292,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9970,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6127,5
https://www.icpsr.umich.edu/web/ICPSR/studies/32302,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9262,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8629,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4643,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3965,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36903,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3978,5
https://www.icpsr.umich.edu/web/ICPSR/studies/32542,5
https://www.icpsr.umich.edu/web/ICPSR/studies/23461,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8197,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8080,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7371,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9403,5
https://www.icpsr.umich.edu/web/ICPSR/studies/29404,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7256,5
https://www.icpsr.umich.edu/web/ICPSR/studies/37608,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9424,5
https://www.icpsr.umich.edu/web/ICPSR/studies/37256,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6985,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6126,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6805,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8722,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9900,5
https://www.icpsr.umich.edu/web/ICPSR/studies/26981,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4638,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4235,5
https://www.icpsr.umich.edu/web/ICPSR/studies/37380,5
https://www.icpsr.umich.edu/web/ICPSR/studies/29682,5
https://www.icpsr.umich.edu/web/ICPSR/studies/37492,5
https://www.icpsr.umich.edu/web/ICPSR/studies/37905,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7638,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2564,5
https://www.icpsr.umich.edu/web/ICPSR/studies/29431,5
https://www.icpsr.umich.edu/web/ICPSR/studies/33841,5
https://www.icpsr.umich.edu/web/ICPSR/studies/37466,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36821,5
https://www.icpsr.umich.edu/web/ICPSR/studies/37630,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9326,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36834,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9594,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6172,5
https://www.icpsr.umich.edu/web/ICPSR/studies/24221,5
https://www.icpsr.umich.edu/web/ICPSR/studies/31704,5
https://www.icpsr.umich.edu/web/ICPSR/studies/28124,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9965,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6868,5
https://www.icpsr.umich.edu/web/ICPSR/studies/1239,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8936,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36984,5
https://www.icpsr.umich.edu/web/ICPSR/studies/38050,5
https://www.icpsr.umich.edu/web/ICPSR/studies/25921,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36560,5
https://www.icpsr.umich.edu/web/ICPSR/studies/30261,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36414,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4048,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4067,5
https://www.icpsr.umich.edu/web/ICPSR/studies/28541,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3398,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9572,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4071,5
https://www.icpsr.umich.edu/web/ICPSR/studies/26725,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2729,5
https://www.icpsr.umich.edu/web/ICPSR/studies/20353,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36820,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6954,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8621,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7534,5
https://www.icpsr.umich.edu/web/ICPSR/studies/29406,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6718,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8945,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6878,5
https://www.icpsr.umich.edu/web/ICPSR/studies/37024,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9367,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7274,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3303,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6789,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4454,5
https://www.icpsr.umich.edu/web/ICPSR/studies/35355,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9345,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4708,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6040,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6714,5
https://www.icpsr.umich.edu/web/ICPSR/studies/35219,5
https://www.icpsr.umich.edu/web/ICPSR/studies/29650,5
https://www.icpsr.umich.edu/web/ICPSR/studies/24401,5
https://www.icpsr.umich.edu/web/ICPSR/studies/13737,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4282,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7311,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7203,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3575,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9504,5
https://www.icpsr.umich.edu/web/ICPSR/studies/31569,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9787,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9977,5
https://www.icpsr.umich.edu/web/ICPSR/studies/13577,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36663,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9588,5
https://www.icpsr.umich.edu/web/ICPSR/studies/34265,5
https://www.icpsr.umich.edu/web/ICPSR/studies/26081,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6057,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4300,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6872,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3038,5
https://www.icpsr.umich.edu/web/ICPSR/studies/27181,5
https://www.icpsr.umich.edu/web/ICPSR/studies/34940,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36564,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2146,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6157,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9853,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6735,5
https://www.icpsr.umich.edu/web/ICPSR/studies/26,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2628,5
https://www.icpsr.umich.edu/web/ICPSR/studies/27961,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8619,5
https://www.icpsr.umich.edu/web/ICPSR/studies/24961,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9698,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7023,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3687,5
https://www.icpsr.umich.edu/web/ICPSR/studies/33701,5
https://www.icpsr.umich.edu/web/ICPSR/studies/34361,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7019,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2424,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2430,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4115,5
https://www.icpsr.umich.edu/web/ICPSR/studies/13653,5
https://www.icpsr.umich.edu/web/ICPSR/studies/29281,5
https://www.icpsr.umich.edu/web/ICPSR/studies/13626,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7885,5
https://www.icpsr.umich.edu/web/ICPSR/studies/34371,5
https://www.icpsr.umich.edu/web/ICPSR/studies/33583,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3453,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9485,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7428,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8655,5
https://www.icpsr.umich.edu/web/ICPSR/studies/35120,5
https://www.icpsr.umich.edu/web/ICPSR/studies/32161,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2404,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2410,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6889,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7644,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7922,5
https://www.icpsr.umich.edu/web/ICPSR/series/244,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8357,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9108,5
https://www.icpsr.umich.edu/web/ICPSR/studies/37227,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3266,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8699,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2807,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9742,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9911,5
https://www.icpsr.umich.edu/web/ICPSR/studies/13749,5
https://www.icpsr.umich.edu/web/ICPSR/series/90,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8669,5
https://www.icpsr.umich.edu/web/ICPSR/studies/23120,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9281,5
https://www.icpsr.umich.edu/web/ICPSR/studies/28185,5
https://www.icpsr.umich.edu/web/ICPSR/studies/34328,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9301,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8108,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3474,5
https://www.icpsr.umich.edu/web/ICPSR/studies/34266,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3017,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2903,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9294,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9851,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3948,5
https://www.icpsr.umich.edu/web/ICPSR/studies/30409,5
https://www.icpsr.umich.edu/web/ICPSR/studies/29742,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36971,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3472,5
https://www.icpsr.umich.edu/web/ICPSR/studies/37487,5
https://www.icpsr.umich.edu/web/ICPSR/studies/31981,5
https://www.icpsr.umich.edu/web/ICPSR/studies/22981,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36412,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36464,5
https://www.icpsr.umich.edu/web/ICPSR/studies/34713,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3019,5
https://www.icpsr.umich.edu/web/ICPSR/studies/5208,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2737,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7753,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6007,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6895,5
https://www.icpsr.umich.edu/web/ICPSR/series/546,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2027,5
https://www.icpsr.umich.edu/web/ICPSR/studies/20342,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6181,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6433,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9910,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7716,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8545,5
https://www.icpsr.umich.edu/web/ICPSR/studies/9117,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2911,5
https://www.icpsr.umich.edu/web/ICPSR/studies/6530,5
https://www.icpsr.umich.edu/web/ICPSR/studies/35034,5
https://www.icpsr.umich.edu/web/ICPSR/studies/37405,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3986,5
https://www.icpsr.umich.edu/web/ICPSR/studies/36664,5
https://www.icpsr.umich.edu/web/ICPSR/studies/2570,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3926,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3538,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4532,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8793,5
https://www.icpsr.umich.edu/web/ICPSR/studies/13712,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3015,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8921,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8794,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8795,5
https://www.icpsr.umich.edu/web/ICPSR/studies/20580,5
https://www.icpsr.umich.edu/web/ICPSR/studies/3962,5
https://www.icpsr.umich.edu/web/ICPSR/studies/7438,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8806,5
https://www.icpsr.umich.edu/web/ICPSR/studies/4152,5
https://www.icpsr.umich.edu/web/ICPSR/studies/32541,5
https://www.icpsr.umich.edu/web/ICPSR/studies/8354,5
